"cmc","description","numOfColors","numOfReprints","power","rarity","toughness","keywords","releaseDate","price"
"4","metalcraft — this gets +2/+2 as long as you control three or more artifacts.","0","1","2.0","1","2.0","[u'Metalcraft']","733951","0.19"
"3","whenever an artifact is put into an opponent's graveyard from the battlefield you may draw a card.","1","1","0","5","0","[]","733951","0.22"
"3","imprint — when this enters the battlefield you may exile a nonland card from your hand. spells you cast that share a card type with the exiled card cost less to cast.","0","1","0","14","0","[u'Imprint']","733951","1.00"
"4","infect other creatures you control with infect get +1/+1. whenever you cast a creature spell with infect target player gets a poison counter.","1","1","3.0","14","2.0","[u'Infect']","733951","2.62"
"4"," remove a +1/+1 counter from ulasht: choose one ulasht deals 1 damage to target creature; or put a 1/1 green saproling creature token into play.","2","1","0.0","14","0.0","[]","732253","1.89"
"3","enchant creature creatures you control that are enchanted get +1/+1 and can't be blocked except by creatures with defender.","1","1","0","1","0","[u'Defender']","732253","0.20"
"6","flying haunt when this comes into play or the creature it haunts is put into a graveyard each other creature becomes 1/1 until end of turn.","1","1","4.0","14","4.0","[u'Flying', u'Haunt']","732253","0.33"
"1","remove target card in a graveyard from the game. sacrifice this: remove from the game target nonland card in a graveyard all other cards in graveyards with the same name as that card and all permanents with that name.","2","1","0","14","0","[]","732253","0.29"
"10","put x 1/1 white pegasus creature tokens with flying into play where x is your life total.","1","2","0","14","0","[u'Flying']","732253","2.27"
"2","when this comes into play if was spent to play this destroy target artifact.","2","1","2.0","1","1.0","[]","732253","0.23"
"3","whenever an opponent discards a card this gets +2/+2 and gains fear until end of turn.","1","1","2.0","14","2.0","[u'Fear']","732253","1.23"
"1","replicate destroy target artifact.","1","1","0","5","0","[u'Replicate']","732253","4.55"
"3","replicate return target creature to its owner's hand.","1","2","0","5","0","[u'Replicate']","732253","0.18"
"4","destroy target nonwhite nonblack creature. put a 1/1 white spirit creature token with flying into play. haunt when the creature this haunts is put into a graveyard destroy target nonwhite nonblack creature. put a 1/1 white spirit creature token with flying into play.","1","1","0","14","0","[u'Flying', u'Haunt']","732253","0.31"
"3","haunt when this comes into play or the creature it haunts is put into a graveyard choose one creatures you control get +1/+1 until end of turn; or creatures you don't control get -1/-1 until end of turn.","2","1","1.0","14","1.0","[u'Haunt']","732253","7.26"
"0"," as this comes into play you may pay 2 life. if you don't this comes into play tapped instead.","2","3","0","14","0","[]","732253","20.70"
"1","remove target card in a graveyard from the game. draw a card.","1","3","0","1","0","[]","732253","0.19"
"2","replicate draw a card.","1","2","0","1","0","[u'Replicate']","732253","0.22"
"3","x/+0 until end of turn where x is its power.","2","2","2.0","5","1.0","[]","732253","0.20"
"6","bloodthirst 3 flying return this from your graveyard to your hand. play this ability only if an opponent was dealt damage this turn.","1","3","3.0","14","3.0","[u'Bloodthirst', u'Flying']","732253","0.26"
"4","tap target creature.","2","1","2.0","1","2.0","[]","732253","0.17"
"5","when this comes into play if was spent to play this target player skips his or her next combat phase.","2","2","4.0","5","3.0","[]","732253","0.20"
"3","enchant creature enchanted creature can't attack or block. enchanted creature has "" at the beginning of your upkeep you lose 1 life.""","2","2","0","1","0","[]","732253","0.29"
"4","remove target land from the game.","1","1","0","5","0","[]","732253","0.20"
"4"," destroy target artifact or land.","2","1","0","5","0","[]","732253","0.18"
"1"," sacrifice this: add one mana of any color to your mana pool.","2","1","1.0","1","1.0","[]","732253","0.26"
"5","when this comes into play look at the top four cards of your library then put them back in any order. return this to its owner's hand.","1","1","2.0","1","2.0","[]","732253","0.19"
"4","as long as equipped creature is tapped tapped creatures you control get +2/+0. as long as equipped creature is untapped untapped creatures you control get +0/+2. tap or untap equipped creature.","0","2","0","14","0","[]","732253","0.37"
"1","sacrifice a creature: target creature can't attack this turn.","1","1","1.0","5","1.0","[]","732253","0.22"
"3","replicate put a 3/3 blue weird creature token with defender and flying into play. remove it from the game at end of turn.","1","2","0","5","0","[u'Defender', u'Flying', u'Replicate']","732253","0.18"
"0"," when this comes into play return a land you control to its owner's hand. add to your mana pool.","2","5","0","1","0","[]","732253","0.32"
"5","flying","1","1","4.0","5","4.0","[u'Flying']","732253","0.18"
"2","add to your mana pool.","2","3","0","1","0","[]","732253","0.27"
"0"," when this comes into play return a land you control to its owner's hand. add to your mana pool.","2","5","0","1","0","[]","732253","0.38"
"1","you gain 1 life for each player. haunt when the creature this haunts is put into a graveyard you gain 1 life for each player.","1","1","0","1","0","[u'Haunt']","732253","0.19"
"4","whenever this attacks each other attacking creature gains fear until end of turn.","1","1","2.0","5","2.0","[u'Fear']","732253","0.18"
"1","enchant creature enchanted creature has first strike. enchanted creature gets +2/+2 until end of turn.","2","1","0","5","0","[u'First strike']","732253","0.18"
"3","you may play this any time you could play an instant. enchant creature creatures you control that are enchanted get +1/+1.","1","1","0","1","0","[]","732253","0.19"
"3","prevent the next 3 damage that would be dealt to target creature or player this turn. draw a card.","1","1","0","1","0","[]","732253","0.18"
"1","replicate tap target permanent.","1","1","0","1","0","[u'Replicate']","732253","0.35"
"7","bloodthirst 3 sacrifice this: this deals damage equal to its power to target creature or player.","2","2","3.0","5","3.0","[u'Bloodthirst']","732253","0.18"
"0"," as this comes into play you may pay 2 life. if you don't this comes into play tapped instead.","2","3","0","14","0","[]","732253","17.99"
"2","","1","2","1.0","1","1.0","[u'Flying']","732253","0.58"
"2"," copy target instant spell you control with converted mana cost 2 or less. you may choose new targets for the copy. copy target sorcery spell you control with converted mana cost 2 or less. you may choose new targets for the copy.","2","2","2.0","5","2.0","[]","732253","0.32"
"2","replicate","1","2","0","1","0","[u'Replicate']","732253","0.20"
"2","nonbasic landwalk","1","1","2.0","5","1.0","[u'Landwalk']","732253","0.20"
"7","trample whenever this deals combat damage to a player put a +1/+1 counter on each creature you control.","2","1","6.0","14","7.0","[u'Trample']","732253","0.70"
"4","strike play this ability only once each turn.","2","1","2.0","5","1.0","[u'First strike']","732253","0.18"
"3","target creature gets +4/+0 until end of turn. another target creature gets -4/-0 until end of turn.","2","1","0","5","0","[]","732253","0.18"
"3","","2","1","0","14","0","[]","732253","0.38"
"2","replicate target creature gets +1/+0 and gains flying and first strike until end of turn.","2","1","0","1","0","[u'First strike', u'Flying', u'Replicate']","732253","0.19"
"4","at the beginning of your upkeep this deals 1 damage to each player.","2","2","5.0","14","5.0","[]","732253","0.37"
"3","sacrifice this: you may change the targets of target instant or sorcery spell.","2","1","2.0","5","2.0","[]","732253","0.23"
"2","when this is put into a graveyard from play draw three cards.","1","1","0","14","0","[]","732253","0.45"
"1","sacrifice a creature: you gain 1 life.","1","1","1.0","5","1.0","[]","732253","0.18"
"6","at the beginning of your upkeep reveal the top card of your library. if it's a creature card put it into play. that creature gains haste until end of turn. sacrifice it at end of turn.","2","1","0","14","0","[u'Haste']","732253","0.29"
"5","you may have creatures you control deal their combat damage to defending player this turn as though they weren't blocked.","1","1","0","5","0","[]","732253","0.20"
"5","when this comes into play if was spent to play this return target creature to its owner's hand.","2","3","3.0","1","2.0","[]","732253","0.17"
"4","if this is in your opening hand you may begin the game with it in play. all nonland permanents are legendary.","1","1","0","14","0","[]","732253","1.09"
"1","bloodthirst 1 creatures with power less than this's power can't block it.","1","1","1.0","1","1.0","[u'Skulk', u'Bloodthirst']","732253","0.24"
"4","creatures you control have trample. juggernaut artifact creature until end of turn.","2","1","0","14","0","[u'Trample']","732253","0.32"
"6","","2","1","4.0","1","4.0","[]","732253","0.19"
"5","whenever this attacks remove the top card of your library from the game. if it's a creature card this gets + x/+ y until end of turn where x is the removed creature card's power and y is its toughness.","1","1","4.0","14","4.0","[]","732253","0.31"
"4","flying haunt when this comes into play or the creature it haunts is put into a graveyard target player loses 2 life and you gain 2 life.","2","1","2.0","1","2.0","[u'Flying', u'Haunt']","732253","0.19"
"4","whenever this deals combat damage to a player draw that many cards. discard a card: this gets +1/+1 until end of turn.","4","1","2.0","14","2.0","[]","732253","0.50"
